sutra,adhyaya,pada,num,text_slp1,text_iast,text_deva,kashika_available
1.3.76,1,3,76,anupasargAjjYaH,anupasargājjñaḥ,अनुपसर्गाज्ज्ञः,no
1.3.77,1,3,77,viBAzopapadena pratIyamAne,vibhāṣopapadena pratīyamāne,विभाषोपपदेन प्रतीयमाने,no
1.3.78,1,3,78,SezAt kartari parasmEpadam,śeṣāt kartari parasmaipadam,शेषात् कर्तरि परस्मैपदम्,no
1.3.79,1,3,79,anuparAByAM kfYaH,anuparābhyāṃ kṛñaḥ,अनुपराभ्यां कृञः,no
1.3.80,1,3,80,aBipratyatiByaH kzipaH,abhipratyatibhyaḥ kṣipaḥ,अभिप्रत्यतिभ्यः क्षिपः,no
1.3.81,1,3,81,prAdvahaH,prādvahaḥ,प्राद्वहः,no
1.3.82,1,3,82,parermfzaH,parermṛṣaḥ,परेर्मृषः,no
1.3.83,1,3,83,vyANpariByo ramaH,vyāṅparibhyo ramaḥ,व्याङ्परिभ्यो रमः,no
1.3.84,1,3,84,upAcca,upācca,उपाच्च,no
1.3.85,1,3,85,viBAzA'karmakAt,vibhāṣā'karmakāt,विभाषाऽकर्मकात्,no
1.3.86,1,3,86,buDayuDanaSajaneNprudrusruByo ReH,budhayudhanaśajaneṅprudrusrubhyo ṇeḥ,बुधयुधनशजनेङ्प्रुद्रुस्रुभ्यो णेः,no
1.3.87,1,3,87,nigaraRacalanArTeByaSca,nigaraṇacalanārthebhyaśca,निगरणचलनार्थेभ्यश्च,no
1.3.88,1,3,88,aRAvakarmakAccittavatkartfkAt,aṇāvakarmakāccittavatkartṛkāt,अणावकर्मकाच्चित्तवत्कर्तृकात्,no
1.3.89,1,3,89,na pAdamyANyamANyasaparimuharucinftivadavasaH,na pādamyāṅyamāṅyasaparimuharucinṛtivadavasaḥ,न पादम्याङ्यमाङ्यसपरिमुहरुचिनृतिवदवसः,no
1.3.90,1,3,90,vA kyazaH,vā kyaṣaḥ,वा क्यषः,no
1.3.91,1,3,91,dyudByo luNi,dyudbhyo luṅi,द्युद्भ्यो लुङि,no
1.3.92,1,3,92,vfdByaH syasanoH,vṛdbhyaḥ syasanoḥ,वृद्भ्यः स्यसनोः,no
1.3.93,1,3,93,luwi ca kxpaH,luṭi ca kḷpaḥ,लुटि च कॢपः,no
1.4.1,1,4,1,A kaqArAdekA saMjYA,ā kaḍārādekā saṃjñā,आ कडारादेका संज्ञा,no
1.4.2,1,4,2,vipratizeDe paraM kAryam,vipratiṣedhe paraṃ kāryam,विप्रतिषेधे परं कार्यम्,no
1.4.3,1,4,3,yU stryAKyO nadI,yū stryākhyau nadī,यू स्त्र्याख्यौ नदी,no
1.4.4,1,4,4,neyaNuvaNsTAnAvastrI,neyaṅuvaṅsthānāvastrī,नेयङुवङ्स्थानावस्त्री,no
1.4.5,1,4,5,vA''mi,vā''mi,वाऽऽमि,no
1.4.6,1,4,6,Niti hrasvaSca,ṅiti hrasvaśca,ङिति ह्रस्वश्च,no
1.4.7,1,4,7,Sezo GyasaKi,śeṣo ghyasakhi,शेषो घ्यसखि,no
1.4.8,1,4,8,patiH samAsa eva,patiḥ samāsa eva,पतिः समास एव,no
1.4.9,1,4,9,zazWIyuktaSCandasi vA,ṣaṣṭhīyuktaśchandasi vā,षष्ठीयुक्तश्छन्दसि वा,no
1.4.10,1,4,10,hrasvaM laGu,hrasvaṃ laghu,ह्रस्वं लघु,no
1.4.11,1,4,11,saMyoge guru,saṃyoge guru,संयोगे गुरु,no
1.4.12,1,4,12,dIrGaM ca,dīrghaṃ ca,दीर्घं च,no
1.4.13,1,4,13,yasmAt pratyayaviDistadAdi pratyaye'Ngam,yasmāt pratyayavidhistadādi pratyaye'ṅgam,यस्मात् प्रत्ययविधिस्तदादि प्रत्ययेऽङ्गम्,no
1.4.14,1,4,14,suptiNantaM padam,suptiṅantaṃ padam,सुप्तिङन्तं पदम्,no
1.4.15,1,4,15,naH kye,naḥ kye,नः क्ये,no
1.4.16,1,4,16,siti ca,siti ca,सिति च,no
1.4.17,1,4,17,svAdizvasarvanAmasTAne,svādiṣvasarvanāmasthāne,स्वादिष्वसर्वनामस्थाने,no
1.4.18,1,4,18,yaci Bam,yaci bham,यचि भम्,no
1.4.19,1,4,19,tasO matvarTe,tasau matvarthe,तसौ मत्वर्थे,no
1.4.20,1,4,20,ayasmayAdIni cCandasi,ayasmayādīni cchandasi,अयस्मयादीनि च्छन्दसि,no
1.4.21,1,4,21,bahuzu bahuvacanam,bahuṣu bahuvacanam,बहुषु बहुवचनम्,no
1.4.22,1,4,22,dvyekayordvivacanEkavacane,dvyekayordvivacanaikavacane,द्व्येकयोर्द्विवचनैकवचने,no
1.4.23,1,4,23,kArake,kārake,कारके,no
1.4.24,1,4,24,DruvamapAye'pAdAnam,dhruvamapāye'pādānam,ध्रुवमपायेऽपादानम्,no
1.4.25,1,4,25,BItrArTAnAM BayahetuH,bhītrārthānāṃ bhayahetuḥ,भीत्रार्थानां भयहेतुः,no
1.4.26,1,4,26,parAjerasoQaH,parājerasoḍhaḥ,पराजेरसोढः,no
1.4.27,1,4,27,vAraRArTAnAmIpsitaH,vāraṇārthānāmīpsitaḥ,वारणार्थानामीप्सितः,no
1.4.28,1,4,28,antardDO yenAdarSanamicCati,antarddhau yenādarśanamicchati,अन्तर्द्धौ येनादर्शनमिच्छति,no
1.4.29,1,4,29,AKyAtopayoge,ākhyātopayoge,आख्यातोपयोगे,no
1.4.30,1,4,30,janikartuH prakftiH,janikartuḥ prakṛtiḥ,जनिकर्तुः प्रकृतिः,no
1.4.31,1,4,31,BuvaH praBavaH,bhuvaḥ prabhavaḥ,भुवः प्रभवः,no
1.4.32,1,4,32,karmaRA yamaBiprEti sa sampradAnam,karmaṇā yamabhipraiti sa sampradānam,कर्मणा यमभिप्रैति स सम्प्रदानम्,no
1.4.33,1,4,33,rucyarTAnAM prIyamARaH,rucyarthānāṃ prīyamāṇaḥ,रुच्यर्थानां प्रीयमाणः,no
1.4.34,1,4,34,SlAGahnuNsTASapAM jYIpsyamAnaH,ślāghahnuṅsthāśapāṃ jñīpsyamānaḥ,श्लाघह्नुङ्स्थाशपां ज्ञीप्स्यमानः,no
1.4.35,1,4,35,DAreruttamarRaH,dhāreruttamarṇaḥ,धारेरुत्तमर्णः,no
1.4.36,1,4,36,spfherIpsitaH,spṛherīpsitaḥ,स्पृहेरीप्सितः,no
1.4.37,1,4,37,kruDadruherzyA'sUyArTAnAM yaM prati kopaH,krudhadruherṣyā'sūyārthānāṃ yaṃ prati kopaḥ,क्रुधद्रुहेर्ष्याऽसूयार्थानां यं प्रति कोपः,no
1.4.38,1,4,38,kruDadruhorupasfzwayoH karma,krudhadruhorupasṛṣṭayoḥ karma,क्रुधद्रुहोरुपसृष्टयोः कर्म,no
1.4.39,1,4,39,rADIkzyoryasya vipraSnaH,rādhīkṣyoryasya vipraśnaḥ,राधीक्ष्योर्यस्य विप्रश्नः,no
1.4.40,1,4,40,pratyANByAM SruvaH pUrvasya kartA,pratyāṅbhyāṃ śruvaḥ pūrvasya kartā,प्रत्याङ्भ्यां श्रुवः पूर्वस्य कर्ता,no
1.4.41,1,4,41,anupratigfRaSca,anupratigṛṇaśca,अनुप्रतिगृणश्च,no
1.4.42,1,4,42,sADakatamaM karaRam,sādhakatamaṃ karaṇam,साधकतमं करणम्,no
1.4.43,1,4,43,divaH karma ca,divaḥ karma ca,दिवः कर्म च,no
1.4.44,1,4,44,parikrayaRe sampradAnamanyatarasyAm,parikrayaṇe sampradānamanyatarasyām,परिक्रयणे सम्प्रदानमन्यतरस्याम्,no
1.4.45,1,4,45,ADAro'DikaraRam,ādhāro'dhikaraṇam,आधारोऽधिकरणम्,no
1.4.46,1,4,46,aDiSINsTA''sAM karma,adhiśīṅsthā''sāṃ karma,अधिशीङ्स्थाऽऽसां कर्म,no
1.4.47,1,4,47,aBiniviSaSca,abhiniviśaśca,अभिनिविशश्च,no
1.4.48,1,4,48,upAnvaDyANvasaH,upānvadhyāṅvasaḥ,उपान्वध्याङ्वसः,no
1.4.49,1,4,49,karturIpsitatamaM karma,karturīpsitatamaṃ karma,कर्तुरीप्सिततमं कर्म,no
1.4.50,1,4,50,taTAyuktaM cAnIpsitam,tathāyuktaṃ cānīpsitam,तथायुक्तं चानीप्सितम्,no
1.4.51,1,4,51,akaTitaM ca,akathitaṃ ca,अकथितं च,no
1.4.52,1,4,52,gatibudDipratyavasAnArTaSabdakarmAkarmakARAmaRi kartA sa RO,gatibuddhipratyavasānārthaśabdakarmākarmakāṇāmaṇi kartā sa ṇau,गतिबुद्धिप्रत्यवसानार्थशब्दकर्माकर्मकाणामणि कर्ता स णौ,no
1.4.53,1,4,53,hfkroranyatarasyAm,hṛkroranyatarasyām,हृक्रोरन्यतरस्याम्,no
1.4.54,1,4,54,svatantraH kartA,svatantraḥ kartā,स्वतन्त्रः कर्ता,no
1.4.55,1,4,55,tatprayojako hetuSca,tatprayojako hetuśca,तत्प्रयोजको हेतुश्च,no
1.4.56,1,4,56,prAgrISvarAnnipAtAH,prāgrīśvarānnipātāḥ,प्राग्रीश्वरान्निपाताः,no
1.4.57,1,4,57,cAdayo'sattve,cādayo'sattve,चादयोऽसत्त्वे,no
1.4.58,1,4,58,prAdayaH,prādayaḥ,प्रादयः,no
1.4.59,1,4,59,upasargAH kriyAyoge,upasargāḥ kriyāyoge,उपसर्गाः क्रियायोगे,no
1.4.60,1,4,60,gatiSca,gatiśca,गतिश्च,no
1.4.61,1,4,61,UryAdicviqAcaSca,ūryādicviḍācaśca,ऊर्यादिच्विडाचश्च,no
1.4.62,1,4,62,anukaraRaM cAnitiparam,anukaraṇaṃ cānitiparam,अनुकरणं चानितिपरम्,no
1.4.63,1,4,63,AdarAnAdarayoH sadasatI,ādarānādarayoḥ sadasatī,आदरानादरयोः सदसती,no
1.4.64,1,4,64,BUzaRe'lam,bhūṣaṇe'lam,भूषणेऽलम्,no
1.4.65,1,4,65,antaraparigrahe,antaraparigrahe,अन्तरपरिग्रहे,no
1.4.66,1,4,66,kaRemanasI SradDApratIGAte,kaṇemanasī śraddhāpratīghāte,कणेमनसी श्रद्धाप्रतीघाते,no
1.4.67,1,4,67,puro'vyayam,puro'vyayam,पुरोऽव्ययम्,no
1.4.68,1,4,68,astaM ca,astaṃ ca,अस्तं च,no
1.4.69,1,4,69,acCa gatyarTavadezu,accha gatyarthavadeṣu,अच्छ गत्यर्थवदेषु,no
1.4.70,1,4,70,ado'nupadeSe,ado'nupadeśe,अदोऽनुपदेशे,no
1.4.71,1,4,71,tiro'ntardDO,tiro'ntarddhau,तिरोऽन्तर्द्धौ,no
1.4.72,1,4,72,viBAzA kfYi,vibhāṣā kṛñi,विभाषा कृञि,no
1.4.73,1,4,73,upAje'nvAje,upāje'nvāje,उपाजेऽन्वाजे,no
1.4.74,1,4,74,sAkzAtpraBftIni ca,sākṣātprabhṛtīni ca,साक्षात्प्रभृतीनि च,no
1.4.75,1,4,75,anatyADAna urasimanasI,anatyādhāna urasimanasī,अनत्याधान उरसिमनसी,no
1.4.76,1,4,76,maDye pade nivacane ca,madhye pade nivacane ca,मध्ये पदे निवचने च,no
1.4.77,1,4,77,nityaM haste pARAvupayamane,nityaṃ haste pāṇāvupayamane,नित्यं हस्ते पाणावुपयमने,no
1.4.78,1,4,78,prADvaM banDane,prādhvaṃ bandhane,प्राध्वं बन्धने,no
1.4.79,1,4,79,jIvikopanizadAvOpamye,jīvikopaniṣadāvaupamye,जीविकोपनिषदावौपम्ये,no
1.4.80,1,4,80,te prAgDAtoH,te prāgdhātoḥ,ते प्राग्धातोः,no
1.4.81,1,4,81,Candasi pare'pi,chandasi pare'pi,छन्दसि परेऽपि,no
1.4.82,1,4,82,vyavahitASca,vyavahitāśca,व्यवहिताश्च,no
1.4.83,1,4,83,karmapravacanIyAH,karmapravacanīyāḥ,कर्मप्रवचनीयाः,no
1.4.84,1,4,84,anurlakzaRe,anurlakṣaṇe,अनुर्लक्षणे,no
1.4.85,1,4,85,tftIyArTe,tṛtīyārthe,तृतीयार्थे,no
1.4.86,1,4,86,hIne,hīne,हीने,no
1.4.87,1,4,87,upo'Dike ca,upo'dhike ca,उपोऽधिके च,no
1.4.88,1,4,88,apaparI varjane,apaparī varjane,अपपरी वर्जने,no
1.4.89,1,4,89,AN maryAdAvacane,āṅ maryādāvacane,आङ् मर्यादावचने,no
1.4.90,1,4,90,lakzaRetTamBUtAKyAnaBAgavIpsAsu pratiparyanavaH,lakṣaṇetthambhūtākhyānabhāgavīpsāsu pratiparyanavaḥ,लक्षणेत्थम्भूताख्यानभागवीप्सासु प्रतिपर्यनवः,no
1.4.91,1,4,91,aBiraBAge,abhirabhāge,अभिरभागे,no
1.4.92,1,4,92,pratiH pratiniDipratidAnayoH,pratiḥ pratinidhipratidānayoḥ,प्रतिः प्रतिनिधिप्रतिदानयोः,no
1.4.93,1,4,93,aDiparI anarTakO,adhiparī anarthakau,अधिपरी अनर्थकौ,no
1.4.94,1,4,94,suH pUjAyAm,suḥ pūjāyām,सुः पूजायाम्,no
1.4.95,1,4,95,atiratikramaRe ca,atiratikramaṇe ca,अतिरतिक्रमणे च,no
1.4.96,1,4,96,apiH padArTasamBAvanAnvavasargagarhAsamuccayezu,apiḥ padārthasambhāvanānvavasargagarhāsamuccayeṣu,अपिः पदार्थसम्भावनान्ववसर्गगर्हासमुच्चयेषु,no
1.4.97,1,4,97,aDirISvare,adhirīśvare,अधिरीश्वरे,no
1.4.98,1,4,98,viBAzA kfYi,vibhāṣā kṛñi,विभाषा कृञि,no
1.4.99,1,4,99,laH parasmEpadam,laḥ parasmaipadam,लः परस्मैपदम्,no
1.4.100,1,4,100,taNAnAvAtmanepadam,taṅānāvātmanepadam,तङानावात्मनेपदम्,no
1.4.101,1,4,101,tiNastrIRi trIRi praTamamaDyamottamAH,tiṅastrīṇi trīṇi prathamamadhyamottamāḥ,तिङस्त्रीणि त्रीणि प्रथममध्यमोत्तमाः,no
1.4.102,1,4,102,tAnyekavacanadvivacanabahuvacanAnyekaSaH,tānyekavacanadvivacanabahuvacanānyekaśaḥ,तान्येकवचनद्विवचनबहुवचनान्येकशः,no
1.4.103,1,4,103,supaH,supaḥ,सुपः,no
1.4.104,1,4,104,viBaktiSca,vibhaktiśca,विभक्तिश्च,no
1.4.105,1,4,105,yuzmadyupapade samAnADikaraRe sTAninyapi maDyamaH,yuṣmadyupapade samānādhikaraṇe sthāninyapi madhyamaḥ,युष्मद्युपपदे समानाधिकरणे स्थानिन्यपि मध्यमः,no
1.4.106,1,4,106,prahAse ca manyopapade manyateruttama ekavacca,prahāse ca manyopapade manyateruttama ekavacca,प्रहासे च मन्योपपदे मन्यतेरुत्तम एकवच्च,no
1.4.107,1,4,107,asmadyuttamaH,asmadyuttamaḥ,अस्मद्युत्तमः,no
1.4.108,1,4,108,Seze praTamaH,śeṣe prathamaḥ,शेषे प्रथमः,no
1.4.109,1,4,109,paraH sannikarzaH saMhitA,paraḥ sannikarṣaḥ saṃhitā,परः सन्निकर्षः संहिता,no
1.4.110,1,4,110,virAmo'vasAnam,virāmo'vasānam,विरामोऽवसानम्,no
2.1.1,2,1,1,samarTaH padaviDiH,samarthaḥ padavidhiḥ,समर्थः पदविधिः,no
2.1.2,2,1,2,subAmantrite parANgavat svare,subāmantrite parāṅgavat svare,सुबामन्त्रिते पराङ्गवत् स्वरे,no
2.1.3,2,1,3,prAk kaqArAt samAsaH,prāk kaḍārāt samāsaḥ,प्राक् कडारात् समासः,no
2.1.4,2,1,4,saha supA,saha supā,सह सुपा,no
2.1.5,2,1,5,avyayIBAvaH,avyayībhāvaḥ,अव्ययीभावः,no
2.1.6,2,1,6,avyayaM viBaktisamIpasamfdDivyfdDyarTABAvAtyayAsampratiSabdaprAdurBAvapaScAdyaTAnupUrvyayOgapadyasAdfSyasampattisAkalyAntavacanezu,avyayaṃ vibhaktisamīpasamṛddhivyṛddhyarthābhāvātyayāsampratiśabdaprādurbhāvapaścādyathānupūrvyayaugapadyasādṛśyasampattisākalyāntavacaneṣu,अव्ययं विभक्तिसमीपसमृद्धिव्यृद्ध्यर्थाभावात्ययासम्प्रतिशब्दप्रादुर्भावपश्चाद्यथानुपूर्व्ययौगपद्यसादृश्यसम्पत्तिसाकल्यान्तवचनेषु,no
2.1.7,2,1,7,yaTAsAdfSye,yathāsādṛśye,यथासादृश्ये,no
2.1.8,2,1,8,yAvadavaDAraRe,yāvadavadhāraṇe,यावदवधारणे,no
2.1.9,2,1,9,suppratinA mAtrArTe,suppratinā mātrārthe,सुप्प्रतिना मात्रार्थे,no
2.1.10,2,1,10,akzaSalAkAsaMKyAH pariRA,akṣaśalākāsaṃkhyāḥ pariṇā,अक्षशलाकासंख्याः परिणा,no
2.1.11,2,1,11,viBAzA,vibhāṣā,विभाषा,no
2.1.12,2,1,12,apaparibahiraYcavaH paYcamyA,apaparibahirañcavaḥ pañcamyā,अपपरिबहिरञ्चवः पञ्चम्या,no
2.1.13,2,1,13,AN maryAdABiviDyoH,āṅ maryādābhividhyoḥ,आङ् मर्यादाभिविध्योः,no
2.1.14,2,1,14,lakzaRenABipratI ABimuKye,lakṣaṇenābhipratī ābhimukhye,लक्षणेनाभिप्रती आभिमुख्ये,no
2.1.15,2,1,15,anuryatsamayA,anuryatsamayā,अनुर्यत्समया,no
2.1.16,2,1,16,yasya cAyAmaH,yasya cāyāmaḥ,यस्य चायामः,no
2.1.17,2,1,17,tizWadgupraBftIni ca,tiṣṭhadguprabhṛtīni ca,तिष्ठद्गुप्रभृतीनि च,no
2.1.18,2,1,18,pAre maDye zazWyA vA,pāre madhye ṣaṣṭhyā vā,पारे मध्ये षष्ठ्या वा,no
2.1.19,2,1,19,saMKyA vaMSyena,saṃkhyā vaṃśyena,संख्या वंश्येन,no
2.1.20,2,1,20,nadIBiSca,nadībhiśca,नदीभिश्च,no
2.1.21,2,1,21,anyapadArTe ca saMjYAyAm,anyapadārthe ca saṃjñāyām,अन्यपदार्थे च संज्ञायाम्,no
2.1.22,2,1,22,tatpuruzaH,tatpuruṣaḥ,तत्पुरुषः,no
2.1.23,2,1,23,dviguSca,dviguśca,द्विगुश्च,no
2.1.24,2,1,24,dvitIyA SritAtItapatitagatAtyastaprAptApannEH,dvitīyā śritātītapatitagatātyastaprāptāpannaiḥ,द्वितीया श्रितातीतपतितगतात्यस्तप्राप्तापन्नैः,no
2.1.25,2,1,25,svayaM ktena,svayaṃ ktena,स्वयं क्तेन,no
2.1.26,2,1,26,KawvA kzepe,khaṭvā kṣepe,खट्वा क्षेपे,no
